School Name,School Number,Closed,School Street,School City,School State,School Zip,School Email,School Website,School Phone,School Fax,Principal Name,Principal Name (last),Principal Prefix,Principal Title,Grade Low,Grade High,Enrollment,School Accreditations,Diocese Name,Diocese Code,Diocese Street,Diocese City,Diocese State,Diocese Zip,Diocese Email,Diocese Website,Diocese Phone,Diocese Fax,Diocese Contact Name,Diocese Contact Name (last),Diocese Contact Prefix,Diocese Contact Title,District Name,District Number,District Type,District Enrollment,District Street,District City,District State,District Zip,District Email,District Website,District Phone,District Fax,District Contact Name,District Contact Name (last),District Contact Prefix,District Contact Title,County Name,County Number,Region Name
Plainview Christian Academy,95101001,FALSE,310 S Ennis St,Plainview,TX,79072,kearhart@pcaeagles.org,www.pcaeagles.org,(806) 296-6034,(806) 686-0988,Karen Earhart,,,,Pre-K,12,148,ACTABS : 1995,,,,,,,,,,,,,,,PLAINVIEW ISD,95905,INDEPENDENT,5820,P O BOX 1540,PLAINVIEW,TX,79073-1540,superintendent@plainview.k12.tx.us,www.plainview.k12.tx.us,(806) 293-6000,(806) 296-4014,DR ROCKY KIRK   ,,,Superintendent,Hale,95,17
Plano Tamil School,43104001,FALSE,4505 Hedgcoxe Rd,Plano,TX,75025,,,(214) 212-3464,,Mrs. Visalakshi Velu,,,,Kindergarten,8,231,COGNIA : 2015,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
Poetry Community Christian Schools,129190010,FALSE,18688 FM 986,Poetry,TX,75160,poetrychristian@sbcglobal.net,www.poetrychristian.org,(972) 563-7227,(972) 563-0025,Anne Horan,,,,Kindergarten,12,0,COGNIA : 2006,,,,,,,,,,,,,,,TERRELL ISD,129906,INDEPENDENT,4223,700 N CATHERINE ST,TERRELL,TX,75160-2161,james.smith@terrellisd.org,www.terrellisd.com,(972) 563-7504,(972) 563-1406,DR JAMES SMITH   ,,,Superintendent,Kaufman,129,10
Presbyterian Pan American School,137173001,FALSE,P O BOX 1578,Kingsville,TX,78364,jplascencia@ppas.org,www.ppas.org,(361) 592-4307,(361) 592-6126,Juan Placencia De la Garza,,,,9,12,0,COGNIA : 1987,,,,,,,,,,,,,,,KINGSVILLE ISD,137901,INDEPENDENT,3559,P O BOX 871,KINGSVILLE,TX,78364-0871,eblaha@kingsvilleisd.com,www.kingsvilleisd.com,(361) 592-3387,(361) 595-7805,MR EDWARD L BLAHA   ,,,Superintendent,Kleberg,137,2
Presbyterian School,101171101,FALSE,5300 Main Street,Houston,TX,77004,mcarleton@pshouston.org,www.pshouston.org,(713) 520-0284,(713) 620-6510,Mark Carleton,,,,Pre-K,8,586,ISAS : 2001 | ISAS : 2011,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Preston Hollow Presbyterian School,57269001,FALSE,9800 Preston Road ,Dallas,TX,75230,nbell@phps.org,www.phps.org,(214) 368-3886,(214) 368-2255,Nicole Bell,,,,Kindergarten,6,0,COGNIA : 2009,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Prestonwood Christian Academy,43153101,FALSE,6801 W Park Blvd,Plano,TX,75093,jklingstedt@prestonwoodchristian.org,www.prestonwoodchristian.org,(972) 820-5069,(972) 930-4008,John Klingstedt,,,,Pre-K,12,"1,429",COGNIA : 2001 | ACSI : 2016,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
Prestonwood Christian Academy of Prosper,43154101,FALSE,1001 W Prosper Trl Prosper TX  75078-7950,Prosper,TX,75078,jklingstedt@prestonwoodchristian.org,www.prestonwoodchristian.org,(972) 930-4101,,John Klingstedt,,,,Pre-K,5,100,COGNIA : 2016 | ACSI : 2016,,,,,,,,,,,,,,,PROSPER ISD,43912,INDEPENDENT,5505,605 E 7TH ST,PROSPER,TX,75078-0100,pwebb@prosper-isd.net,www.prosper-isd.net,(469) 219-2000,(972) 346-9247,DR JASON DREW WATKINS   ,,,Superintendent,Collin,43,10
Primrose of Conroe,170200001,FALSE,1011 Longmire Road,Conroe,TX,77304,,,(936) 756-8100,,Jennifer Millington,,,,Pre-K,Kindergarten,0,COGNIA : 2014,,,,,,,,,,,,,,,CONROE ISD,170902,INDEPENDENT,53934,3205 W DAVIS,CONROE,TX,77304,dstockton@conroeisd.net,www.conroeisd.net,(936) 709-9719,(936) 709-9701,DR DON STOCKTON   ,,,Superintendent,Montgomery,170,6
Primrose of Prestonwood,57254001,FALSE,15237 Montfort Drive,Dallas,TX,75248,,,(469) 791-9131,,Renae Riley,,,,Pre-K,Kindergarten,0,COGNIA : 2013,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Primrose School at Bulverde Rd,15225001,FALSE,18207 Bulverde Rd,San Antonio,TX,78259,donnag@primrosebulverderoad.com,,(210) 494-9900,,Donna Glorioso,,,,Pre-K,Pre-K,145,COGNIA : 2018,,,,,,,,,,,,,,,SAN ANTONIO ISD,15907,INDEPENDENT,54268,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,superintendent@saisd.net,www.saisd.net/,(210) 554-2200,(210) 299-5580,DR SYLVESTER PEREZ   ,,,Superintendent,Bexar,15,20
Primrose School at Crossroads Park,101234001,FALSE,9701 Wortham Rd,Houston,TX,77065,myschool@primrosecrossroadspark.com,www.primroisecrossroadspark.com,(281) 469-3500,(281) 469-3950,Nebal Nemry,,,,Pre-K,Kindergarten,0,COGNIA : 2008,,,,,,,,,,,,,,,CYPRESS-FAIRBANKS ISD,101907,INDEPENDENT,110013,P O BOX 692003,HOUSTON,TX,77269-2003,donna.blowey@cfisd.net,www.cfisd.net,(281) 897-4000,(281) 897-4125,DR MARK HENRY   ,,,Superintendent,Harris,101,4
Primrose School at Fall Creek,101259001,FALSE,14950 Mesa Drive,Humble,TX,77396,johnschoel@att.net,www.primrosefallcreek.com,(281) 459-3790,(281) 459-2023,John and Andrea Schoel Owners,,,,Early Education,Kindergarten,0,COGNIA : 2009,,,,,,,,,,,,,,,HUMBLE ISD,101913,INDEPENDENT,37095,P O BOX 2000,HUMBLE,TX,77347-2000,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,(281) 641-1000,(281) 641-1058,DR GUY M SCONZO   ,,,Superintendent,Harris,101,4
Primrose School at Heritage,220221001,FALSE,4700 Heritage Trace Parkway,Keller,TX,76244,jfielder@primroseheritage.com,www.primroseheritage.com,(817) 741-5044,(817) 741-4415,Jessica Fielder,,,,Early Education,Kindergarten,0,COGNIA : 2007,,,,,,,,,,,,,,,KELLER ISD,220907,INDEPENDENT,33367,350 KELLER PKWY,KELLER,TX,76248-3447,randy.reid@kellerisd.net,www.kellerisd.net,(817) 744-1000,(817) 337-3261,DR RANDY REID   ,,,Superintendent,Tarrant,220,11
Primrose School at Hidden Lakes,220293001,FALSE,1100 David Blvd,Southlake,TX,76092,primrosehlks@hotmail.com,www.myprimroseschool.com/hiddenlakes,(817) 334-4666,(000) 000-0000,Nancy Cangelosi ,,,,Pre-K,Kindergarten,0,COGNIA : 2005,,,,,,,,,,,,,,,KELLER ISD,220907,INDEPENDENT,33367,350 KELLER PKWY,KELLER,TX,76248-3447,randy.reid@kellerisd.net,www.kellerisd.net,(817) 744-1000,(817) 337-3261,DR RANDY REID   ,,,Superintendent,Tarrant,220,11
Primrose School at Lakeshore,101244001,FALSE,16460 W. Lake Houston Pkwy,Houston,Texas,77044,bmuse@primroselakeshore.com,http://www.primroselakeshore.com/,(281) 454-5000,,Brandi Muse,,,,Pre-K,Pre-K,158,COGNIA : 2019,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Primrose School at Sonoma Ranch,15199001,FALSE,14875 Kyle Seale Pkwy,San Antonio,TX,78255,monica.snow@primrosesonomaranch.com,www.primrosesonomaranch.com,(210) 372-1488,(000) 000-0000,Monica Snow,,,,Early Education,Pre-K,0,COGNIA : 2008,,,,,,,,,,,,,,,NORTHSIDE ISD,15915,INDEPENDENT,100159,5900 EVERS RD,SAN ANTONIO,TX,78238-1699,info@nisd.net,www.nisd.net,(210) 397-8500,(210) 706-8772,DR BRIAN T WOODS   ,,,Superintendent,Bexar,15,20
Primrose School at Summerwood,101233001,FALSE,14002 W Lake Houston Pkwy,Houston,TX,77044,bmuse@primrosesummerwood.com,www.primrosesummerwood.com,(281) 454-6000,(281) 454-5331,Brandi Muse,,,,Early Education,Kindergarten,0,COGNIA : 2009,,,,,,,,,,,,,,,HUMBLE ISD,101913,INDEPENDENT,37095,P O BOX 2000,HUMBLE,TX,77347-2000,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,(281) 641-1000,(281) 641-1058,DR GUY M SCONZO   ,,,Superintendent,Harris,101,4
Primrose School at Vista Ridge,246192001,FALSE,910 N. Vista Ridge Blvd,Cedar Park,TX,78613,c.redus@primrosevistaridge.com,www.primrosevistaridge.com,(512) 260-0708,(512) 260-0714,Kasey Redus/Clare France,,,,Early Education,Kindergarten,0,COGNIA : 2010,,,,,,,,,,,,,,,LEANDER ISD,246913,INDEPENDENT,34381,P O BOX 218,LEANDER,TX,78646-0218,bret.champion@leanderisd.org,www.leanderisd.org,(512) 570-0000,(512) 570-0054,DR BRET A CHAMPION   ,,,Superintendent,Williamson,246,13
Primrose School at Waterside Estates,79144001,FALSE,1810 Lewisville Dr,Richmond,TX,77406,office@primrosewatersideestates.com,www.primrosewatersideestates.com,(281) 342-2900,(281) 232-5320,Lisa Cameron,,,,Early Education,Kindergarten,0,COGNIA : 2011,,,,,,,,,,,,,,,FORT BEND ISD,79907,INDEPENDENT,69591,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479-2308,Charles.Dupre@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,(281) 634-1000,(281) 634-1700,CHARLES DUPRE   ,,,Superintendent,Fort Bend,79,4
Primrose School of Alamo Ranch,15220001,FALSE,11161 Westwood Loop,San Antonio,TX,78253,stephanie@primrosealamoranch.com,,(210) 394-6900,,Stephanie Alvarez,,,,Pre-K,Kindergarten,118,COGNIA : 2018,,,,,,,,,,,,,,,SAN ANTONIO ISD,15907,INDEPENDENT,54268,141 LAVACA ST,SAN ANTONIO,TX,78210-1039,superintendent@saisd.net,www.saisd.net/,(210) 554-2200,(210) 299-5580,DR SYLVESTER PEREZ   ,,,Superintendent,Bexar,15,20
Primrose School of Atascocita,170193001,FALSE,20027 W. Lake Houston Pkwy,Humble,TX,77346,primrose@primroseatascocita.com,www.primroseschools.org,(281) 812-6361,(281) 812-6212,Matt Evers,,,,Pre-K,Kindergarten,0,COGNIA : 2005,,,,,,,,,,,,,,,HUMBLE ISD,101913,INDEPENDENT,37095,P O BOX 2000,HUMBLE,TX,77347-2000,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,(281) 641-1000,(281) 641-1058,DR GUY M SCONZO   ,,,Superintendent,Montgomery,170,4
Primrose School of Barker Cypress,101289001,FALSE,16555 Dundee Rd,Cypress,TX,77429,kbclevenger@comcast.net,www.primroseschools.org,(713) 838-0882,(281) 225-0125,Karen Clevenger,,,,Early Education,Kindergarten,0,COGNIA : 2005,,,,,,,,,,,,,,,CYPRESS-FAIRBANKS ISD,101907,INDEPENDENT,110013,P O BOX 692003,HOUSTON,TX,77269-2003,donna.blowey@cfisd.net,www.cfisd.net,(281) 897-4000,(281) 897-4125,DR MARK HENRY   ,,,Superintendent,Harris,101,4
Primrose School of Bedford,220280001,FALSE,3916 Central Drive,Bedford,TX,76021,info@primrosebedford.com,www.primrosebedford.com,(817) 545-5485,(817) 868-7722,Robin Wilder,,,,Early Education,Kindergarten,0,COGNIA : 2001,,,,,,,,,,,,,,,HURST-EULESS-BEDFORD ISD,220916,INDEPENDENT,21814,1849A CENTRAL DR,BEDFORD,TX,76022-6096,StevenChapman@hebisd.edu,www.hebisd.edu,(817) 283-4461 ext. 2020,(817) 354-3309,MR STEVE CHAPMAN   ,,,Superintendent,Tarrant,220,11
Primrose School of Bee Cave,227193001,FALSE,3801 Juniper Trace,Austin,TX,78738,,www.myprimroseschool.com/beecave,(512) 263-0388,(512) 263-8631,Katy Green,,,,Early Education,Kindergarten,0,COGNIA : 2000,,,,,,,,,,,,,,,LAKE TRAVIS ISD,227913,INDEPENDENT,7809,3322 RANCH RD 620 S,AUSTIN,TX,78738-6801,bennettl@ltisdschools.org,www.ltisdschools.org,(512) 533-6000,(512) 533-6001,DR BRAD LANCASTER   ,,,Superintendent,Travis,227,13
Primrose School of Bent Trail,43193006,FALSE,18601 Preston Rd,Dallas,TX,75252,michelle@konradddavisgroup.com,N/A,(972) 380-1275,(972) 250-1784,Michelle Flores,,,,Early Education,Kindergarten,0,COGNIA : 2001,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
Primrose School of Breckinridge Park,43194007,FALSE,4301 East Renner,Richardson,TX,75082,info@primrosebreckinridgepark.com,www.primrosebreckinridgepark.com,(972) 671-5437,(972) 671-5438,Mrs. Guy Siebenthal Director/Kelly Davis Owner,,,,Early Education,Kindergarten,0,COGNIA : 2004,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
Primrose School of Castle Hills,57255025,FALSE,1824 King Arthur Blvd,Carrollton,TX,75010,jbraun3@verizon.netS,www.myprimroseschool.com/castlehills,(972) 899-2273,(972) 899-2275,Jennifer Braun Director/Tom Chow Owner,,,,Early Education,Kindergarten,0,COGNIA : 2005,,,,,,,,,,,,,,,LEWISVILLE ISD,61902,INDEPENDENT,52528,P O BOX 217,LEWISVILLE,TX,75067-0217,info@lisd.net,www.lisd.net/,(469) 713-5200,(972) 350-9500,DR STEPHEN F WADDELL   ,,,Superintendent,Dallas,57,11
Primrose School of Cedar Park West,227234001,FALSE,2021 Little Elm Trail,Cedar Park,TX,78613,director@primrosecedarparkwest.com,www.primrosecedarparkwest.com,(512) 250-2400,(512) 906-1136,Delphne Phelps,,,,Early Education,Kindergarten,0,COGNIA : 2010,,,,,,,,,,,,,,,LEANDER ISD,246913,INDEPENDENT,34381,P O BOX 218,LEANDER,TX,78646-0218,bret.champion@leanderisd.org,www.leanderisd.org,(512) 570-0000,(512) 570-0054,DR BRET A CHAMPION   ,,,Superintendent,Travis,227,13
Primrose School of Champions,101383001,FALSE,16811 Shadow Valley Dr,Spring,TX,77379,kbclevenger@comcast.net,www.primroseschools.com,(281) 655-7444,(000) 000-0000,Karen B. Clevenger ,,,,Pre-K,Kindergarten,0,COGNIA : 2000,,,,,,,,,,,,,,,KLEIN ISD,101915,INDEPENDENT,47045,7200 SPRING-CYPRESS RD,KLEIN,TX,77379-3299,jcain@kleinisd.net,www.kleinisd.net,(832) 249-4000,(832) 249-4055,DR JAMES W CAIN   ,,,Superintendent,Harris,101,4
Primrose School of Chase Oaks,57244015,FALSE,6525 Chase Oaks Blvd,Plano,TX,75023,rstrand@primrosechaseoaks.com,www.primroseschools.com,(972) 517-1173,(972) 517-1173,Rochelle Strandstra Owner,,,,Early Education,Kindergarten,0,COGNIA : 2000,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Dallas,57,10
Primrose School of Cinco Ranch,101290001,FALSE,1540 Peek Rd,Katy,TX,77450,louannm@primrosecincoranch.com,www.myprimroseschool.com/cincoranch,(281) 693-7711,(281) 693-5600,Lou Ann McLaughlin,,,,Pre-K,Kindergarten,0,COGNIA : 2001,,,,,,,,,,,,,,,KATY ISD,101914,INDEPENDENT,64562,P O BOX 159,KATY,TX,77492-0159,altonfrailey@katyisd.org,www.katyisd.org/,(281) 396-6000,(281) 644-1800,MR ALTON FRAILEY   ,,,Superintendent,Harris,101,4
Primrose School of College Station,21190001,FALSE,1021 Arrington Rd,College Station,TX,77845,tmatthews@primrosecollegestation.com,http://primrosecollegestation.com/,(979) 485-9876,,Tina Matthews,,,,Pre-K,Kindergarten,200,COGNIA : 2016,,,,,,,,,,,,,,,COLLEGE STATION ISD,21901,INDEPENDENT,11178,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,cglenewinkel@csisd.org,www.csisd.org,(979) 764-5400,(979) 764-5492,DR EDDIE COULSON   ,,,Superintendent,Brazos,21,6
Primrose School of Columbus Trail,220294001,FALSE,5330 Columbus Trail,Fort Worth,TX,76123,bksmith@primrosecolumbustrail.com,www.primroseschools.com,(817) 423-4000,(000) 000-0000,Bill Smith ,,,,Pre-K,Kindergarten,0,COGNIA : 2007,,,,,,,,,,,,,,,CROWLEY ISD,220912,INDEPENDENT,15060,P O BOX 688,CROWLEY,TX,76036-0688,jcangas@crowley.k12.tx.us,www.crowleyisdtx.org,(817) 297-5800,(817) 297-5805,DR EDWIN D POWELL JR   ,,,Superintendent,Tarrant,220,11
Primrose School of Coppell,57245016,FALSE,275 E. Parkway Blvd,Coppell,TX,75019,info@primrosecoppell.com,www.primroseschools.com,(972) 304-8888,(972) 304-8889,Sandra Boscamp,,,,Early Education,Kindergarten,0,COGNIA : 2001,,,,,,,,,,,,,,,COPPELL ISD,57922,INDEPENDENT,10999,200 S DENTON TAP RD,COPPELL,TX,75019-3205,kryon@coppellisd.com,www.coppellisd.com,(214) 496-6000,(214) 496-6036,DR JEFF N TURNER   ,,,Superintendent,Dallas,57,10
Primrose School of Copperfield,101291001,FALSE,15550 Ridge Park Dr,Houston,TX,77095,louannm@primrosecopperfield.com,www.primroseschools.com/copperfield,(281) 858-5600,(281) 858-5700,Lou Ann McLaughlin,,,,Pre-K,Kindergarten,0,COGNIA : 2004,,,,,,,,,,,,,,,CYPRESS-FAIRBANKS ISD,101907,INDEPENDENT,110013,P O BOX 692003,HOUSTON,TX,77269-2003,donna.blowey@cfisd.net,www.cfisd.net,(281) 897-4000,(281) 897-4125,DR MARK HENRY   ,,,Superintendent,Harris,101,4
Primrose School of Crystal Falls,246197001,FALSE,1781 Osage Dr.,Leander,Texas,78641,jay.fischer@primrosecrystalfalls.com,,(512) 259-6900,,Sara Kiehl,,,,Pre-K,Pre-K,185,COGNIA : 2017,,,,,,,,,,,,,,,LEANDER ISD,246913,INDEPENDENT,34381,P O BOX 218,LEANDER,TX,78646-0218,bret.champion@leanderisd.org,www.leanderisd.org,(512) 570-0000,(512) 570-0054,DR BRET A CHAMPION   ,,,Superintendent,Williamson,246,13
Primrose School of Eagle Ranch,220282001,FALSE,3125 Eagle Ranch Rd,Ft. Worth,TX,76179,jfielder@primroseeagleranch.com,www.myprimroseschool.com/eagleranch ,(817) 236-6760,(817) 236-6750,JESSICA FIELDER,,,,Early Education,Kindergarten,0,COGNIA : 2007,,,,,,,,,,,,,,,EAGLE MT-SAGINAW ISD,220918,INDEPENDENT,17728,1200 OLD DECATUR RD,FORT WORTH,TX,76179-9160,kcourtney@ems-isd.net,www.emsisd.com,(817) 232-0880,(817) 847-6124,DR JIM CHADWELL   ,,,Superintendent,Tarrant,220,11
Primrose School of Eagle Springs,101217001,FALSE,17979 Eagle Springs Pkwy,Humble,TX,77346,,,,,Paula Morgan,,,,Pre-K,Kindergarten,0,COGNIA : 2015,,,,,,,,,,,,,,,HUMBLE ISD,101913,INDEPENDENT,37095,P O BOX 2000,HUMBLE,TX,77347-2000,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,(281) 641-1000,(281) 641-1058,DR GUY M SCONZO   ,,,Superintendent,Harris,101,4
Primrose School of East Allen,43291001,FALSE,1604 E Exchange Pkwy Allen TX 75002,Allen,TX,75002,cbradford@advanc-ed.org,https://www.primroseschools.com/schools/eagle-springs/,(281) 852-8000,(281) 852-8010,Lisa Kuhlman,,,,Early Education,Kindergarten,0,COGNIA : 2014,,,,,,,,,,,,,,,ALLEN ISD,43901,INDEPENDENT,19894,P O BOX 13,ALLEN,TX,75013-0013,publicinfo@allenisd.org,www.allenisd.org,(972) 727-0511,(972) 727-0518,DR KEN HELVEY   ,,,Superintendent,Collin,43,10
Primrose School of Eldorado,43195008,FALSE,3999 Eldorado Parkway,McKinney,TX,75070,info@primroseeldorado.com,www.primroseschools.com,(972) 529-2091,(972) 540-6456,Leslie Milliser,,,,Early Education,Kindergarten,0,COGNIA : 2001,,,,,,,,,,,,,,,MCKINNEY ISD,43907,INDEPENDENT,24443,#1 DUVALL ST,MCKINNEY,TX,75069-3211,jdkennedy@mckinneyisd.net,www.mckinneyisd.net,(469) 302-4000,(469) 302-4071,DR J D KENNEDY   ,,,Superintendent,Collin,43,10
Primrose School of Eldridge Parkway,101256001,FALSE,2150 Eldridge Parkway,Houston,TX,77077,LouAnnM@eldridgeparkway.com,www.primroseeldridgepkwy.com,(281) 589-1500,(281) 759-1502,Lou Ann McLaughlin,,,,Early Education,Kindergarten,0,COGNIA : 2010,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Primrose School of Firewheel,57271001,FALSE,5074 N. George Bush Hwy,Garland,TX,75040,prigley@primrosefirewheel.com,www.primrosefirewheel.com,(972) 496-0011,(972) 496-0001,Pratiksha Rigley,,,,Early Education,Pre-K,0,COGNIA : 2010,,,,,,,,,,,,,,,GARLAND ISD,57909,INDEPENDENT,58059,501 S JUPITER,GARLAND,TX,75042-7108,cnmoore@GARLANDISD.NET,www.garlandisd.net,(972) 494-8201,(972) 485-4936,DR BOB MORRISON   ,,,Superintendent,Dallas,57,10
Primrose School of First Colony,79192001,FALSE,4605 Austin Parkway,Sugar Land,TX,77479,admin@primrosefirstcolony.com,www.primrosefirstcolony.com,(281) 565-2707,(281) 265-3952,Tina Koenig,,,,Pre-K,Kindergarten,0,COGNIA : 2004,,,,,,,,,,,,,,,FORT BEND ISD,79907,INDEPENDENT,69591,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479-2308,Charles.Dupre@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,(281) 634-1000,(281) 634-1700,CHARLES DUPRE   ,,,Superintendent,Fort Bend,79,4
Primrose School of Four Points,227182001,FALSE,6606 Sitio del Rio Blvd,Austin,TX,78730,mduncan@primrosefourpoints.com,www.primrosefourpoints.com,(512) 795-9101,(512) 795-9612,Michael & Kathy Duncan Owners,,,,Pre-K,Kindergarten,0,COGNIA : 2008,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Travis,227,10
Primrose School of Friendswood,84191001,FALSE,1409 S. Friendswood Dr.,Friendswood,TX,77546,director@primrosefriendswood.com,www.primrosefriendswood.com,(281) 648-7773,(281) 648-7771,Kristy Hirning,,,,Pre-K,Kindergarten,0,COGNIA : 2009,,,,,,,,,,,,,,,FRIENDSWOOD ISD,84911,INDEPENDENT,6005,302 LAUREL DR,FRIENDSWOOD,TX,77546-3923,thanks@fisdk12.net,www.fisdk12.net,(281) 482-1267,(281) 996-2513,PATRICIA HANKS   ,,,Superintendent,Galveston,84,4
Primrose School of Frisco at Independence,43221001,FALSE,14477 Lebanon Road,Frisco,TX,75035,stacey@konraddavisgroup.com,http://www.primroseschools.com/,(972) 987-5213,,Stacey Behrendt,,,,Pre-K,Pre-K,225,COGNIA : 2017,,,,,,,,,,,,,,,FRISCO ISD,43905,INDEPENDENT,42707,5515 OHIO DR,FRISCO,TX,75035,brunsonb@friscoisd.org,www.friscoisd.org,(469) 633-6000,(469) 633-6050,DR JEREMY LYON   ,,,Superintendent,Collin,43,10
Primrose School of Frisco at Main & Teel,43225001,FALSE,9116 Teel Parkway,Frisco,TX,75034,rachel.almand@primrosefriscomain.com,,(469) 362-8770,,Rachel Almand,,,,Pre-K,Kindergarten,190,COGNIA : 2018,,,,,,,,,,,,,,,FRISCO ISD,43905,INDEPENDENT,42707,5515 OHIO DR,FRISCO,TX,75035,brunsonb@friscoisd.org,www.friscoisd.org,(469) 633-6000,(469) 633-6050,DR JEREMY LYON   ,,,Superintendent,Collin,43,10
Primrose School of Frisco West,43223001,FALSE,333 W. Labanon,Frisco,Texas,75034,director@primrosefriscowest.com,http://www.primrosefriscowest.com/,(214) 469-1381,,Corrie Guynes,,,,Pre-K,Kindergarten,180,COGNIA : 2017,,,,,,,,,,,,,,,FRISCO ISD,43905,INDEPENDENT,42707,5515 OHIO DR,FRISCO,TX,75035,brunsonb@friscoisd.org,www.friscoisd.org,(469) 633-6000,(469) 633-6050,DR JEREMY LYON   ,,,Superintendent,Collin,43,10
Primrose School of Georgetown,246195001,FALSE,2205 Wolf Ranch Pkwy,Georgetown,Texas,78628,tfolts@primrosegeorgetown.com,www.primrosegeorgetown.com/,(512) 868-4000,,Tina Folts,,,,Pre-K,Pre-K,0,COGNIA : 2014,,,,,,,,,,,,,,,GEORGETOWN ISD,246904,INDEPENDENT,10370,603 LAKEWAY DR,GEORGETOWN,TX,78628-2843,albrightb@georgetownisd.org,www.georgetownisd.org,(512) 943-5000,(512) 943-5004,JOE DAN LEE   ,,,Superintendent,Williamson,246,13
Primrose School of Grand Peninsula,57213001,FALSE,2430 Grand Peninsula Dr.,Grand Prairie,TX,75054,hatch@primrosegrandpeninsula.com,www.primroseschools.com,(817) 477-0077,(817) 539-8058,Sherman Hatch,,,,Pre-K,Kindergarten,0,COGNIA : 2010,,,,,,,,,,,,,,,MANSFIELD ISD,220908,INDEPENDENT,32879,605 E BROAD ST,MANSFIELD,TX,76063-1794,info@misdmail.org,www.mansfieldisd.org,(817) 299-6300,(817) 473-5370,DR JIM VASZAUSKAS   ,,,Superintendent,Dallas,57,11
